ID	Phase	Priority	Applies to	Applies?	Launch gate?	Task	What to do	Done when	Owner	Tools	Review cadence	Due date	Notes	Status	Evidence	Profile	Last review UTC	Latest review result	Next review UTC	Review state
4.5	4 — Pre-launch QA	P0	All sites	Yes	Yes	Representative-template lab performance QA	Run the frozen 1.5 profile on the homepage, every major launch template and relevant interactions. Record the release, tool/version, devices, network, cache state, repeated runs and agreed summary. Inspect LCP discovery, layout shifts, main-thread work, fonts and third-party code. Compare launch thresholds and diagnostic targets separately; investigate variance instead of selecting only the best run.	Every launch template passes the current approved acceptance criteria with reproducible evidence. Diagnostic overruns have impact, owner and remediation date. A failed threshold is not Passed by a signed exception. If criteria change, record approval and a new revision, then re-evaluate; stale evidence cannot authorize the revised release.	Developer + performance owner	Lighthouse CI; WebPageTest; browser performance panel	Before launch and major releases		Purpose: measurement; security/governance. C08. A passing lab budget is pre-launch engineering evidence, not a field CWV result. Lighthouse TBT may help diagnose responsiveness; interaction tests in a lab still do not replace real-user INP. Sources: Web Vitals metrics; Lab versus field data. Source IDs: SRC006; SRC053; SRC092.	Not started		Core		Not reviewed		Not reviewed
4.6	4 — Pre-launch QA	P0	Sites implementing structured data	Review	Yes	Structured-data validation and visible-content parity	Validate every shipped marked template in Schema.org Validator and the relevant consumer/Google feature test. Inspect rendered output and page states under 1.1. Compare entities, names, offers, availability, ratings, dates and authors with actual content/source data; investigate conflicting duplicate nodes. Apply specific feature policies and document any permitted visibility exception from its primary guidance. Separate syntax, required-property, recommendation and policy results.	No invalid or misleading shipped markup remains. Required prerequisites pass for each claimed feature, or that feature is explicitly withdrawn from the delivered matrix. Valid non-Google markup can remain with a documented purpose/owner. Recommended-property warnings have decisions rather than automatic failure. Tool success alone cannot replace content/policy review, and withdrawal is not recorded as feature eligibility.	SEO	Schema.org Validator; relevant feature test; rendered-page and source-data comparison	Each new schema type		Purpose: search-feature eligibility; security/governance. C09. This existing gate assesses actually shipped markup, not mandatory adoption of every optional feature. Correct/remove misleading output and retest. Valid vocabulary alone does not establish Google feature eligibility. Sources: Structured-data guidelines; Google structured data features; Structured-data formats and interpretation. Source IDs: SRC008; SRC070; SRC071; SRC083.	Not started		Core		Not reviewed		Not reviewed
4.7	4 — Pre-launch QA	P0	Sites using analytics, conversion tags or consent controls	Review	Yes	Analytics, conversion and consent QA matrix	Execute the 0.4 matrix across applicable consent states, direct/organic/campaign entry, initial loads, client routes, back/forward, forms/errors and payment returns. Repeat confirmations to test duplicate or empty/reused transaction IDs; failed/abandoned transactions must not count as completed purchases. Inspect storage and outgoing URLs, titles, event/user fields and in-scope server/vendor forwarding for prohibited data. Reconcile allowed test outcomes with the system of record.	Every required case has dated release-specific evidence matching expected collection or suppression, consent timing, values and attribution. Required events are not missing or duplicated; prohibited payloads and unintended referrals are absent. All blocking defects are corrected and retested; an owner/date alone is insufficient. Record reporting delay and unavailable diagnostics honestly; do not require unconsented users or suppressed events to appear in analytics.	Analytics + privacy + developer	Analytics debugger; Tag Assistant; network/storage tools	Immediately before launch		Purpose: measurement; legal/accessibility. C13/D06. Test actual payloads even with CMP approval or best-effort platform redaction enabled. Hashing alone does not authorize a prohibited field. Optional links and unavailable historical data are not universal gates; a missing required test remains incomplete. Sources: Consent Mode implementation timing; Analytics PII prevention; GA4 SPA measurement; GA4 transaction IDs; GA4 cross-domain measurement. Source IDs: SRC064; SRC065; SRC066; SRC067; SRC069.	Not started		Core		Not reviewed		Not reviewed
4.8	4 — Pre-launch QA	P0	Migration / redesign / domain or URL change	Review	Yes	Migration redirect, content-parity and rollback rehearsal	Before cutover, test the full 0.8 URL inventory and redirect configuration in a controlled environment, including relevant query/host variants and assets. Validate every planned status/target automatically; compare content and SEO signals by the approved value/template matrix. Confirm destination readiness, durable GSC ownership and Change of Address eligibility. Reference the timed recovery exercise in 4.12 and recheck inherited-domain findings where applicable.	Every inventoried outcome matches the approved map: retained content has a relevant working destination, unchanged URLs remain correct, and deliberate retirements return the intended 404/410. No unintended chain, loop, missing mapping or irrelevant consolidation remains. Required parity and inherited-domain checks pass; recovery evidence meets 4.12. Live redirect activation and eligible Change of Address submission remain 5.2.	SEO + developer + operations	Old/new crawl diff; redirect tester; analytics/GSC baseline	Immediately before cutover		Purpose: indexing/discovery; security/governance. C21/F01. Full-map status/target testing is distinct from risk-based content sampling. Approved intentional changes are recorded before testing; signing off a failed current criterion does not make it Passed. Sources: Google site moves; Change of Address. Source IDs: SRC011; SRC059.	Not started		Core		Not reviewed		Not reviewed
4.9	4 — Pre-launch QA	P0	Multilingual / multi-country	Review	Yes	International crawl and hreflang QA	Crawl every launch locale against 0.7/1.14 for statuses, actual content language, canonical choices, self/return hreflang, supported codes, working equivalent URLs, localized links and the chosen fallback. Test mobile/desktop locale switching without forced IP/language routing. Verify localized content and journeys against each market's approved requirements, including any documented same-language duplicate consolidation.	Intended equivalent-page clusters have correct self/return annotations and reachable targets. Distinct translations remain indexable; canonical exceptions match the documented same-language policy. Actual content is localized, switching works and fallback behavior is intentional. Missing translations are not fabricated, and unresolved routing, language or indexing conflicts fail the gate.	SEO + localization + developer	Crawler; hreflang validator; locale QA matrix	Before each locale launch		Purpose: indexing/discovery. C07. Validate the intended cluster, not a requirement that every URL exist in every locale. x-default is a chosen fallback, not an automatic requirement for a new page. Sources: International sites; Localized versions / hreflang. Source IDs: SRC012; SRC013.	Not started		Core		Not reviewed		Not reviewed
4.10	4 — Pre-launch QA	P0	E-commerce / product catalogue	Review	Yes	Product, checkout, variant, feed and policy QA	Use the 2.11 submodule matrix to test actual selling/catalogue surfaces. Cover representative available, sold-out, retired and variant states; crawl categories/filters under 1.12/1.13/1.15. Verify directly selected variant image/price/availability and correct cart item where sold. Test checkout only when present and feeds only when used. Compare applicable page, markup, feed and transaction totals/currency plus shipping/return policies. Investigate discrepancies against authoritative product data.	Every applicable matrix case passes with current evidence. No blocking variant crawl trap, orphan product, misleading offer/markup, inconsistent selected feed or broken chosen checkout remains. A catalogue without checkout or Merchant Center may pass its documented scope. Missing third-party approval/reporting is recorded separately from tested implementation; it is never represented as verified eligibility or successful transactions.	Developer + merchandising + SEO + business	Catalogue-state matrix; crawler; relevant feature validator; selected feed diagnostics; checkout evidence if used	Before launch and catalogue platform changes		Purpose: security/governance; search-feature eligibility; legal/accessibility. C10. Conditional QA of actual commercial functions. Follow required versus recommended feature properties under 2.7/4.6. Review rules remain separate under 3.13/7.6. Sources: Product structured data; Merchant listing requirements; Product variants. Source IDs: SRC072; SRC073; SRC074.	Not started		Core		Not reviewed		Not reviewed
4.11	4 — Pre-launch QA	P1	All sites	Yes	No	Dated pre-launch crawl, performance and visibility baseline	Archive a dated release baseline: crawl, representative lab results with the 1.5 profile, schema checks and available field data. Label field source, URL/origin/group/cohort, devices, window and data sufficiency. For a replaced live site also retain available rankings, traffic and top landing pages. For a first launch explicitly record which historical or field measurements do not exist.	The release-linked baseline is findable and identifies comparable measurements and limitations. Missing field or historical data is Unavailable in evidence with a reason and next review, never invented or replaced by a lab score. Post-launch comparisons identify any population, configuration or window change.	SEO	Screaming Frog export; PageSpeed; GSC export; analytics export	Once, immediately before launch		Purpose: measurement. C22. A new site need not possess pre-launch field history. Migration-critical baseline evidence remains scoped in 0.8/4.8. Sources: Lab versus field data; CrUX methodology and coverage; CrUX API collection window. Source IDs: SRC006; SRC054; SRC055.	Not started		Core		Not reviewed		Not reviewed
4.12	4 — Pre-launch QA	P0	All sites	Yes	Yes	Backup, rollback and launch-owner rehearsal	Rehearse 1.17 recovery using the required backups, access and launch contacts. Restore the chosen first-launch target or existing release/data state, including the plan for post-cutover writes. Before cutover configure monitor owners, severity, routing and response targets; safely test alert delivery and escalation. Where diagnostics need logs, test approved collection, access restrictions, redaction and retention with representative records.	A recorded timed exercise restores the agreed state within recovery-time and data-loss limits; a holding mode meets its approved response/indexing behavior and duration. Contacts are current and a safe alert test reaches the monitored recipient within target. Required diagnostic records are retrievable under the approved controls. Missing or failed readiness remains HOLD; live confirmation follows in 5.5.	Operations + developer + business	Runbook; hosting platform; monitoring	Immediately before launch		Purpose: security/governance. F03/F04. First launch uses the approved recoverable state or holding mode, not a nonexistent previous release. Reuse this exercise from 4.8. Preserve alert/log readiness without prescribing a universal log-retention period. Sources: Contingency planning and recovery testing; Monitoring distributed systems; Secure logging guidance. Source IDs: SRC051; SRC052; SRC063.	Not started		Extended		Not reviewed		Not reviewed
5.1	5 — Launch day	P0	All sites	Yes	Yes	DNS cutover and production smoke test	After cutover test the public hostname: DNS, certificates, preferred host, statuses, robots, sitemap, canonicals, assets, forms and critical journeys. Repeat 4.2's applicable cold/warm cache, invalidation, locale and private-session checks on production. Check edge challenges/rate limits and required resources. Use available provider-triggered tools and verified request logs; identify the actual crawler/fetcher category observed.	Production matches the approved matrix with no critical availability, indexing, required-access or privacy defect. Record public-path probes and verified provider requests separately. Mark an unobserved organic crawl Unavailable in evidence, with an owner and first-week follow-up in 6.1; do not claim verification or failure solely because no visit has occurred. Known required-access failures block acceptance.	Developer + SEO	Browser; HTTP probes; provider live-fetch tools; trusted edge/server logs; provider identity verification	Launch day		Purpose: indexing/discovery; security/governance. D05. A spoofed user agent tests a rule only. Verify Google requests with the correct published IP category or reverse DNS plus forward match and an exact official domain boundary. A user-triggered fetch does not prove common Googlebot access. Never let bot identity bypass private-account authorization. Source: Verify Google crawler requests. Source IDs: SRC047; SRC050.	Not started		Core		Not reviewed		Not reviewed
5.2	5 — Launch day	P0	Migration / redesign / domain or URL change	Review	Yes	Migration cutover and live redirect verification	After destination readiness and 4.8 pass, activate the approved redirects at the planned cutover. Test every inventoried live status/target and the approved content/SEO-signal sample, including host/query variants and assets. Then submit eligible Change of Address requests from the required verified source variants using the owning account. Record tool outcomes, retain domain/redirect continuity and hand monitoring to the named owner.	Live outcomes match the approved map, including intentional 404/410 retirements and relevant consolidations. No required destination, mapping or signal check fails. Eligible Change of Address requests have passed required prechecks and show the move in progress; ineligible cases have a recorded reason. Old domains/variants remain controlled and monitored under 0.8. A submission does not prove indexing or ranking recovery.	Developer + SEO	Old-site crawl; redirect tester; GSC	At cutover and immediately afterward; monitor through migration		Purpose: indexing/discovery; security/governance. C21. Prepare destinations before cutover; submit Change of Address only after the site is moved and redirects work. The tool's 180-day effect does not shorten the at-least-one-year redirect policy. Sources: Google site moves; Change of Address. Source IDs: SRC011; SRC059.	Not started		Core		Not reviewed		Not reviewed
5.3	5 — Launch day	P0	All sites	Yes	Yes	Production crawl and indexability verification	Crawl the public site after launch and reconcile status, robots, canonicals, metadata, internal links, sitemap URLs and rendered content against the signed release candidate and indexability matrix.	No critical production-only difference or blocked priority URL remains; exceptions have owners and immediate decisions.	SEO + developer	Crawler; URL Inspection; crawl diff	Launch day and after emergency fixes		Purpose: indexing/discovery. Source IDs: SRC009; SRC010; SRC038.	Not started		Core		Not reviewed		Not reviewed
5.4	5 — Launch day	P0	All sites	Yes	Yes	Verify production sitemap and priority URLs; record submission status	On the production origin, verify sitemap fetchability when a sitemap is used; otherwise confirm the approved omission and internal-discovery evidence and inspect the homepage and representative priority templates for response, crawl/indexing directives, declared canonical and rendered content. If a sitemap is used, submit it in the correctly scoped Search Console property when account/service access is available, recording actual status/time. Use live URL Inspection where available alongside direct HTTP/rendered evidence. Record unavailable access or service functions with evidence, an owner and follow-up; never infer indexed status or Google-selected canonical from a live test.	Production evidence matches the approved URL matrix for sampled launch-critical patterns and any intended sitemap is reachable; an approved omission has matching internal-discovery evidence. No known blocking live fetch/directive/canonical/content defect remains. For an implemented sitemap, submission is either evidenced or explicitly pending with an owner and next action; unavailable account/service access alone does not block. Record absent indexed data as Unavailable and follow up under 6.1. Delay or missing reports cannot excuse a demonstrated technical defect or replace required live evidence.	SEO	Google Search Console; URL Inspection	Launch day		Purpose: indexing/discovery; measurement. C14 dependency. This remains a live technical gate. Recommended SC setup/submission and report availability are tracked separately and do not create an artificial indexing prerequisite. Keep declared/live and Google-selected/indexed canonical evidence separate. Sources: Search Console property types; existing live URL Inspection guidance. E02: the sitemap adoption decision follows 2.1; omission does not waive production URL tests. Source: Sitemap use decision. Source IDs: SRC009; SRC010; SRC019; SRC038; SRC087; SRC096.	Not started		Core		Not reviewed		Not reviewed
5.5	5 — Launch day	P0	All sites	Yes	Yes	Availability, indexability and canonical canaries	Confirm the monitoring prepared in 4.12 is active on production. Check uptime, 5xx/429, DNS/SSL expiry, robots status/content, sitemap failure, canonical and unintended-noindex canaries. Include accidental robots 4xx and failed refresh/cache cases. Use a safe synthetic signal to confirm live routing and the current response runbook; do not cause a production fault.	Live canaries match the approved access/directive matrix. A safe test reaches the accountable monitored recipient within the target; severity and response steps cover the relevant URL, sitemap, robots and cache failures. Record delivery evidence and investigation ownership for anomalies.	Developer	Uptime monitor (Better Stack, Cronitor, UptimeRobot); scheduled GitHub Action; GSC alerts	Launch day; first-month review; approved periodic interval and after monitoring changes		Purpose: indexing/discovery; security/governance. D02/F03. Most robots 4xx except 429 mean no crawl restrictions for Google; server/network failures can interrupt crawling and retain cached rules. Pre-cutover setup/testing belongs to 4.12; this row confirms production operation. Sources: robots.txt interpretation; Monitoring distributed systems. Source IDs: SRC046; SRC050; SRC051.	Not started		Core		Not reviewed		Not reviewed
5.6	5 — Launch day	P0	Sites using analytics or conversion measurement	Review	Yes	Live analytics and conversion smoke test	Run the approved production smoke journeys using authorized test records. Confirm expected collection or suppression for relevant consent states and transitions, page/route events, attribution, values and deduplication. Check actual network/storage behavior and appropriate recipient diagnostics; reconcile permitted transactions with the system of record. Control test-data handling and repeat any affected failures before recording the live result.	Required live cases match the approved 0.4/4.7 expectations: permitted events arrive accurately where expected, suppressed events remain absent, and denied paths work. No prohibited disclosure, duplicate purchase or required measurement failure remains. Record reporting latency and evidence limits without inferring receipt from configuration or demanding one analytics event for every action.	Analytics + business + developer	Analytics realtime/debug view; tag debugger; transaction records	Launch day		Purpose: measurement; legal/accessibility. C12/D06. Absence can be the correct consent outcome. Workbook completion neither promises full observability nor proves legal compliance. Keep live receipt/suppression evidence separate from later aggregate reporting. Sources: Google Consent Mode; Analytics PII prevention; GA4 transaction IDs. Source IDs: SRC004; SRC065; SRC067.	Not started		Core		Not reviewed		Not reviewed
5.7	5 — Launch day	P0	All sites	Yes	No	Record launch-owner decision and rollback window.	After reviewing the current calculated launch assessment and the production evidence, the named launch owner records GO, HOLD with remediation, or rollback for the identified release and approved scope. Record the decision time, evidence reference, remaining risks, action owners and rollback-window end. Keep the responsible people available through that window. Reassess and update the record after a failed check, remediation, rollback or material release change.	A complete dated human decision record exists and agrees with the current release, scope and evidence. A recorded GO is permitted only while the calculated final assessment is GO. Recording a HOLD or rollback can complete this administrative record; it does not change the calculated assessment.	Launch owner + developer + SEO + business	Launch runbook; monitoring; crawl; analytics	Launch window		Purpose: security/governance. Decision recording is outside its own prerequisites. Calculated readiness, owner authorization, production verification and the final human decision are separate facts. Operating design; no external ranking claim. Related controls: 4.12, 5.1, 5.2, 5.3, 5.4, 5.5, 5.6.	Not started		Extended		Not reviewed		Not reviewed
5.8	5 — Launch day	P1	Sites prioritizing Bing	Review	No	Bing Webmaster Tools onboarding	Where Bing is selected, verify the correctly scoped production property before or at launch and record the actual sitemap submission/processing state. Check adopted IndexNow events under 2.10. Assign first-week and first-month reviews under 6.1/6.3 for sitemap processing, crawl/index issues, search performance and relevant notifications. Check any Bing-specific directives against current Bing documentation; do not copy Google semantics by assumption.	The property and monitoring access are verified before marking this setup Passed; otherwise keep it unfinished with a reason, owner and next action. Record actual submission receipt and processing separately from indexed status. First-week and first-month checks have dates and owners and feed the reporting review. Optional AI citation reporting is handled separately under 6.4.	SEO	Bing Webmaster Tools	Before or at launch if selected; first week and first month; thereafter via 6.3		Purpose: measurement. C23. Conditional monitoring, not a search-ranking or universal launch requirement. Source: Bing AI Performance announcement and Bing sitemap guidance. Source IDs: SRC089; SRC091.	Not started		Extended		Not reviewed		Not reviewed
6.1	6 — First 30 days	P1	All sites	Yes	No	Indexation review	Compare submitted, crawled, canonical and indexed URLs by template; inspect priority pages and assign causes/owners for exclusions. For Google indexed URL Inspection, compare selected and declared canonicals against the approved matrix, recording indexed-data time, current live evidence and whether the report predates release. Investigate material mismatches without treating intentional consolidation as failure. Where Bing is selected, review its sitemap processing and crawl/index issues in the first week and first month with engine-specific evidence.	Known blockers and material canonical/indexing mismatches have investigation, fix and retest owners. Review available indexed evidence; record missing or lagging data as Unavailable with the next check date, separately for each engine. Do not invent an indexed result or treat this follow-up as a retrospective day-one indexing prerequisite.	SEO	Search Console indexed/live URL Inspection; Bing tools where selected; URL matrix	Weekly for 30 days		Purpose: indexing/discovery; measurement. D05 follow-up: in the first week, review unobserved crawler cases from 5.1 using correctly verified request logs and available search-tool evidence. Record the crawler category, URL/time/status, method and any access failure; if still unobserved, keep that evidence Unavailable with an owner and next date. A live user-triggered fetch is not proof of a normal indexing crawl. Source: Verify Google crawler requests. Source IDs: SRC010; SRC019; SRC091.	Not started		Core		Not reviewed		Not reviewed
6.2	6 — First 30 days	P1	All sites	Yes	No	Field performance and real-user monitoring	Review available field LCP, INP and CLS at p75, separating mobile and desktop. Name the source and actual URL, origin, Search Console group or first-party RUM cohort; do not present one as another. Record the collection window, sample/coverage limits and release timing. Good boundaries are LCP <=2.5 s, INP <=200 ms and CLS <=0.1. Use lab and relevant RUM evidence to diagnose regressions and assign actions.	Available metrics have a named population/window/device segment and correct grade. Missing or insufficient metrics are Unavailable in evidence with an owner and next review, not Passed or Failed. Regressions have impact, action owners and retest dates. Completing this review does not claim that the site has Good field CWV.	Developer	PageSpeed Insights / CrUX API; Search Console CWV groups; approved first-party RUM; lab diagnostics	Weekly for 30 days		Purpose: measurement; relevance/ranking consideration. C22. CrUX API/PSI rolling collection periods span 28 days, but a newly launched page may contribute fewer observed days. First-party RUM can start at launch with its own stated window/sample and approved collection scope. Origin/group data is not a per-template guarantee; do not average percentiles into one score. Status records review completion only. Sources: Web Vitals metrics; CrUX API collection window; CrUX methodology and coverage; Search Console CWV groups. Source IDs: SRC053; SRC054; SRC055; SRC056; SRC092; SRC097.	Not started		Extended		Not reviewed		Not reviewed
6.3	6 — First 30 days	P1	All sites	Yes	No	Reporting rhythm and anomaly thresholds	Track selected engines' queries, clicks, crawl/index health and content gaps, plus available conversions and field CWV under their approved measurement scopes. For Bing selected in 5.8, include first-week and first-month sitemap, crawl/index, search-performance and notification checks. Define anomaly thresholds, denominators, reporting lag and the investigation owner. Preserve engine/report/time-window labels; keep AI impressions, citations and referral sessions separate under 6.4.	A dated reporting rhythm and actionable thresholds exist. Each selected engine's checks have evidence or explicit Unavailable/pending states, owners and next dates. Material anomalies have documented dispositions. Missing data is not silently converted to zero, and incompatible engine or AI metrics are not added together as a single visibility score.	SEO / business	Selected search-engine tools; approved analytics; field-performance sources; issue/evidence log	Weekly 30 days; then monthly		Purpose: measurement. Source IDs: SRC019; SRC053; SRC091.	Not started		Core		Not reviewed		Not reviewed
6.4	6 — First 30 days	P1	Sites with available AI-search reporting or meaningful AI referrals	Review	No	AI search visibility baseline	Record actual Google Search Generative AI report availability and earliest data date. Use its impressions for AI Overviews/AI Mode with property/page aggregation, device/country, date range and reporting time zone; Discover uses a separate report and Search Labs is excluded. Preserve missing-data markers before export, which may convert them to zeros. If selected, keep Bing AI citation counts and grounding-query samples separate. Measure identifiable AI referral sessions only under the approved analytics scope; optional dated prompt spot checks are anecdotal.	The baseline names each report, metric, scope, period and availability limits. Google AI impressions are not clicks, CTR, rankings or all-provider visibility; Bing citations are not those metrics either. Referral sessions have their own attribution limits. Do not sum incompatible datasets or equate chart/table totals with different aggregation. Record unavailable/insufficient data explicitly and do not fabricate pre-availability history. Prompt examples are not representative coverage estimates.	SEO	SC Search/Discover AI reports where available; optional Bing AI Performance; approved referral analytics	Day 30; then monthly		Purpose: measurement. H01/C23. Checked 2026-09-09: Google announces worldwide AI-report rollout as of 2026-08-31, while its help still lists account/data caveats. Verify actual availability. Bing's cited announcement labels AI Performance public preview; verify current account features and metric scope. Sources: Search AI performance report; Bing AI Performance. Source IDs: SRC034; SRC090.	Not started		Extended		Not reviewed		Not reviewed
6.5	6 — First 30 days	P1	All sites	Yes	No	Security and manual action monitoring	Review GSC Security Issues, Manual Actions and alerts; maintain the CMS/dependency patching owner and investigate unexpected published URLs. Record report scope, access limitations and findings with incident owners, remedies and next checks. Use site: only as a supplemental discovery aid. Recheck after launch, on alerts and after material incidents; inherited-domain checks also belong before cutover in 0.8.	Required reports were actually reviewed, findings were investigated and actions/escalation are recorded. Missing access is explicit and the affected review stays incomplete. Critical incidents remain open until verified remediation; review completion does not mean the site has no issues. Do not infer a clean site from absent search results or a short sample of affected URLs.	Developer	Search Console reports/alerts; CMS and dependency security tooling; incident log	Weekly for 30 days; then monthly		Purpose: security/governance. F01. The Status records completion of this monitoring review, not a security certification or absence of manual actions. Preserve incident outcomes separately and reopen affected release controls. Sources: Manual actions; Security issues; site: operator limitations. Source IDs: SRC060; SRC061.	Not started		Core		Not reviewed		Not reviewed
6.6	6 — First 30 days	P1	Migration / redesign / domain or URL change	Review	No	Post-migration 404, redirect and visibility monitoring	Monitor old high-value URLs, server 404s, redirect chains, crawl rate, indexed old/new URLs, traffic and ranking transitions. Correct missed mappings without redirecting irrelevant URLs to the homepage.	Material missed redirects and parity defects are fixed; visibility changes are explained and monitored through stabilization.	SEO + developer	Server logs; crawler; GSC; analytics	Daily first week; weekly through day 30		Purpose: indexing/discovery; measurement. Source IDs: SRC011; SRC041; SRC042.	Not started		Core		Not reviewed		Not reviewed
6.7	6 — First 30 days	P1	Sites using analytics or conversion measurement	Review	No	Analytics and conversion reconciliation	Compare analytics conversions and revenue with forms, CRM, orders or other systems of record. Investigate duplicates, missing events, attribution changes and consent-related gaps.	Material differences are quantified, explained and assigned; dashboards use documented definitions.	Analytics + business	Analytics; CRM/order system; reconciliation sheet	Week 1 and day 30		Purpose: measurement. Source IDs: SRC004; SRC067; SRC069.	Not started		Extended		Not reviewed		Not reviewed
6.9	6 — First 30 days	P1	E-commerce or multilingual / multi-country sites	Review	No	Conditional template monitoring after launch	Check product/feed/rich-result errors, variant canonicals, hreflang clusters, locale indexation and localized conversions using the reports relevant to the deployed features.	Errors and coverage gaps have owners, priority and retest evidence; no template-wide regression remains unexplained.	SEO + developer + relevant business owner	Search Console; Merchant Center; crawler; analytics	Weekly through day 30		Purpose: search-feature eligibility; indexing/discovery; measurement. Source IDs: SRC008; SRC013; SRC073; SRC074.	Not started		Extended		Not reviewed		Not reviewed
6.8	7 — Ongoing	P2	Sites investigating material inbound-link risk or inherited link schemes	Review	No	Link-risk triage and conditional disavow response	Investigate material inbound-link concerns using actual link history and Search Console evidence. Consider disavow only when a considerable number of artificial, spammy or low-quality links exist AND they have caused or are likely to cause a manual action. Attempt removal where feasible first. An alleged attack or toxicity score alone is insufficient. Before an approved upload, confirm ownership of the intended URL-prefix property, preserve its current list and review the exact replacement; Domain properties are unsupported.	Record the evidence, qualified decision and reason for acting or taking no action; most sites need no disavow. Any approved submission meets both threshold conditions, documents feasible removal attempts and targets the correct property without unintentionally losing prior entries. Keep the submitted version and follow-up record; processing is not immediate and recovery is not guaranteed. No upload is required merely to pass this control.	SEO lead + property owner	Search Console Links/manual actions; link history; disavow tool only when justified	Incident-driven from pre-launch onward; revisit when link-risk evidence changes		Purpose: security/governance; optional enhancement. C24. Optional incident response, moved to Ongoing while retaining stable ID 6.8. Do not infer a manual-action risk from third-party toxicity scores alone. Source: Disavow links to your site. Source IDs: SRC081.	Not started		Extended		Not reviewed		Not reviewed
7.1	7 — Ongoing	P1	All sites	Yes	No	Ongoing monitoring, incident ownership and response SLA	Maintain alerts for availability, robots/noindex/canonical changes, sitemap failures, organic/conversion anomalies, security issues and expiring DNS/SSL dependencies. Keep severity, owner, response time and rollback steps current.	Use the single alert-test schedule in 5.5: before launch, the first-month operational review, the approved periodic interval and after monitoring changes. Retain delivered-alert evidence and incident timestamps, owners, decisions, remediation and prevention follow-up in the review history.	Operations + developer + SEO + business	Monitoring; Search Console; analytics; incident log	Continuous monitoring; approved alert-test schedule in 5.5		Purpose: security/governance. Reuse current 4.12 readiness and 5.5 live evidence where relevant; keep distinct pre-cutover, live and recurring outcomes. Record affected incidents as Reopened and append retest outcomes. Source IDs: SRC051; SRC052.	Not started		Extended		Not reviewed		Not reviewed
7.2	7 — Ongoing	P1	All sites	Yes	No	Content decay and refresh	Review pages losing clicks, outdated facts, cannibalization, weak conversions, broken links, and thin content. Refresh/merge/prune with reason.	Dated audit log has decisions per declining URL.	Content + SEO	GSC; crawl	30 / 90 / 180 days		Purpose: relevance/ranking consideration. Source IDs: SRC033.	Not started		Core		Not reviewed		Not reviewed
7.3	7 — Ongoing	P1	All sites	Yes	No	Periodic full-inventory technical review	At the approved periodic interval, crawl the full intended inventory and compare it with the prior run. Review response codes, indexability, links, canonical and sitemap signals, structured data and current field-performance evidence. Run scoped lab checks where useful; a lab result is not a field Core Web Vitals result. Use 7.4 for affected-release checks.	Retained dated full-inventory comparisons, appropriately labelled field/lab findings and owned regression tickets exist. Record the latest outcome and next review UTC in review history; reopen affected controls and verify remediation.	SEO + developer	Screaming Frog; PageSpeed; Rich Results Test	Approved periodic interval; record next review UTC		Purpose: indexing/discovery; measurement. Complements content review 7.2 and release-scope checks 7.4. Reuse current artifacts when their scope and criterion match; do not require identical reruns for each checklist row. Source IDs: SRC006; SRC038; SRC053.	Not started		Core		Not reviewed		Not reviewed
7.4	7 — Ongoing	P1	All sites	Yes	No	Release-based SEO, accessibility and performance regression review	Before each material template, CMS, navigation, tracking, CDN or design-system release, identify affected controls and record reopening for the target release. Run the relevant crawl, lab-budget, structured-data, analytics and accessibility checks before cutover, then confirm production-only outcomes after release. Keep first-month/periodic field measurements separate from immediate lab acceptance.	Each material release has an affected-control inventory, retained pre-release and production-confirmation results, evidence references and owned follow-up. Current applicable launch gates meet their existing stage-specific criteria; a later incident or regression reopens affected controls. Append retests to the review history.	Release owner + SEO + accessibility + analytics	Release checklist; CI; crawler; test tools	Before each material release; production confirmation after cutover; after relevant incidents		Purpose: indexing/discovery; legal/accessibility; security/governance. Reuse 4.12 recovery rehearsal and relevant 5.5 monitoring evidence without duplicating exercises. 7.3 remains the periodic full-inventory review. Source IDs: SRC006; SRC015.	Not started		Extended		Not reviewed		Not reviewed
7.5	7 — Ongoing	P1	All sites	Yes	No	Digital PR and legitimate link earning	Earn relevant mentions through original research, tools, expertise, partnerships, communities and legitimate press. Measure relevance, referral value and durable brand impact rather than raw link count.	An owned outreach plan and documented relevant wins exist without paid or manipulative link schemes.	Marketing / founder	CRM; GSC links	Monthly after week 2		Purpose: relevance/ranking consideration. Source IDs: SRC029; SRC030; SRC033.	Not started		Core		Not reviewed		Not reviewed
